,text,book,line,string
30,iliad,20,31,ὡς φημί Κρονίδης πόλεμος ζόν ἀλίαστος ἐγείρω
31,iliad,20,32,βαίνω δή εἶμι πόλεμος δέ θεός δίχα θυμός ἔχω
32,iliad,20,33,Ἥρα μέν μιμέομαι ἀγών ναῦς καί Παλλάς Ἀθήνη
33,iliad,20,34,ἠδέ Ποσειδεών γαιήοχος ἀνά ἐριόνης
34,iliad,20,35,Ἑρμῆς ὅς ἐπί φρήν πευκαλίμης καίνυμαι
35,iliad,20,36,Ἥφαιστος δή ἅμα ὁ κίω σθένος βλεμεαίνω
36,iliad,20,37,χωλεύω ὑπό δέ κνήμη ῥώομαι ἀραιός
37,iliad,20,38,εἰς δέ Τρώς Ἄρης κορυθαίολος ἀτάρ ἵημι αὐτός
38,iliad,20,39,Φοῖβος ἀκερσεκόμης εἰμί Ἄρτεμις ἰοχέαιρα
39,iliad,20,40,Λητώ τε Ξάνθος τε φιλομειδής μιμέω Ἀφροδίτη
40,iliad,20,41,εἷος μέν ὅς ἀπάνευθε θεός θνητός εἰμί ἀνήρ
41,iliad,20,42,τέως Ἀχαιός μέν μέγας κυδάνω οὔτες Ἀχιλλεύς
42,iliad,20,43,ἐκφαίνω δηρός δέ μάχη παύω ἀλεγεινός
43,iliad,20,44,Τρώς δέ τρόμος αἰνός ὑπέρχομαι γυῖον ἕκαστος
44,iliad,20,45,δείδω ὅθ ὁράω ποδώκης Πηλείων
45,iliad,20,46,τεῦχος λάμπω βροτολοιγός ἴσος Ἄρης
46,iliad,20,47,ἀτάρ ἐπεί μεθ ὅμιλος Ὀλύμπιος ἔρχομαι ἀνήρ
47,iliad,20,48,ὄρνυμι δή ἔρις κρατερός λαοσσόος αὔω ἑός Ἀθήνη
48,iliad,20,49,ἵστημι ὁτέ μέν παρά τάφρος ὀρυκτός τεῖχος ἐκτός
49,iliad,20,50,ἄλλοτ ἐπ ἀκτή ἐρίδουπος μακρός ἀυτέω
50,iliad,20,51,αὔω δή Ἄρης ἑτέρωθεν ἐρεμνός λαῖλαψ ἴσος
51,iliad,20,52,ὀξύς ἄν ἄκρος πόλις Τρώς κελεύω
52,iliad,20,53,ἄλλοτε παρά Σιμόεις θέω ἐπί Καλλικολώνη
53,iliad,20,54,ὡς ὁ ἀμφότερος μάκαρ θεός ὀτρύνω
54,iliad,20,55,συμβάλλω ἐν ζόν αὐτός ἔρις ῥήγνυμι βαρύς
55,iliad,20,56,δεινός δέ βροντάω πατήρ ἀνήρ τε θεός τε
56,iliad,20,57,ὑψόθεν ἀτάρ νέρθε Ποσειδεών τινάσσω
57,iliad,20,58,γαῖα ἀπειρέσιος ὄρος μιμέω αἰπεινός κάρηνον
58,iliad,20,59,πᾶς δή σείω πούς πολυπῖδαξ Ἴδη
59,iliad,20,60,καί κορυφή Τρώς τε πόλις καί ναῦς Ἀχαιός
60,iliad,20,61,δείδω δή ὑπένερθε ἄναξ ἔνεροι Ἀιδωνεύς
61,iliad,20,62,δείδω δή ἐκ θρόνος ἅλλομαι καί ἰάχω μή ἕ ὕπερθεν
62,iliad,20,63,γαῖα ἀναρρήγνυμι Ποσειδεών Ἐνοσίχθων
63,iliad,20,64,οἰκίον δέ θνητός καί ἀθάνατος φαίνω
64,iliad,20,65,σμερδαλέ εὐρώεις ὁ τε στυγέω θεός πέρ
65,iliad,20,66,τόσος ἄρα κτύπος ὄρνυμι θεός ἔρις σύνειμι
66,iliad,20,67,ἤτοι μέν γάρ ἔναντα Ποσειδεών ἄναξ
67,iliad,20,68,ἵστημι Ἀπόλλων Φοῖβος ἔχω ἰάς πτερόεις
68,iliad,20,69,ἄντα δή Ἐνυάλιος θεά γλαυκῶπις Ἀθήνη
69,iliad,20,70,Ἥρα δή ἀνθίστημι χρυσηλάκατος κελαδεινός
70,iliad,20,71,Ἄρτεμις ἰοχέαιρα κασιγνήτη ἕκατος
71,iliad,20,72,Λητώ δι ἀνθίστημι σῶκος ἐριούνιος Ἑρμῆς
72,iliad,20,73,ἄντα δή ἄρα Ἥφαιστος μέγας ποταμός βαθυδίνης
73,iliad,20,74,ὅς Ξάνθος καλέω θεός ἀνήρ δέ Σκάμανδρος
74,iliad,20,75,ὡς ὁ μέν θεός ἄντα θεός εἶμι ἀτάρ Ἀχιλλεύς
75,iliad,20,76,Ἕκτωρ ἄντα μάλιστα λιλαίομαι δύω ὅμιλος
76,iliad,20,77,Πριαμίδης ὁ γάρ ἄρα μάλιστα ἕ θυμός ἄνωγα
77,iliad,20,78,αἷμα ἄω Ἄρης ταλαύρινος πολεμιστής
78,iliad,20,79,Αἰνείας δή ἰθύς λαοσσόος ὄρνυμι Ἀπόλλων
79,iliad,20,80,ἀντίος Πηλεύς ἐνίημι δέ ἕ μένος ἐύς
80,iliad,20,81,υἱός δέ Πρίαμος Λυκάων εἶμι φωνή
81,iliad,20,82,ὁ μιν εἴδομαι πρόσφημι Ζεύς υἱός Ἀπόλλων
82,iliad,20,83,Αἰνείας Τρώς βουληφόρος ποῦ σύ ἀπειλή
83,iliad,20,84,ὅς Τρώς βασιλεύς ὑπισχνέομαι οἰνοποτάζω
84,iliad,20,85,Πηλεύς Ἀχιλλεύς ἐναντίβιος πολεμίζω
85,iliad,20,86,ὁ δή αὖτ Αἰνείας ἀπαμείβομαι προσεῖπον
86,iliad,20,87,Πριαμίδης τίς ἐγώ οὗτος καί οὐ ἐθέλω κελεύω
87,iliad,20,88,ἀντίος Πηλεύς ὑπέρθυμος μάχομαι
88,iliad,20,89,οὐ μέν γάρ νῦν πρῶτος ποδώκης εἷς Ἀχιλλεύς
89,iliad,20,90,ἵστημι ἄλλα ἤδη ἐγώ καί ἄλλοτε δόρυ φοβέω
90,iliad,20,91,ἐκ Ἴδη ὅτε βοῦς ἐπέρχομαι ἡμέτερος
91,iliad,20,92,πέρθω δέ Λυρνησσός καί Πήδασος ἀτάρ ἐγώ Ζεύς
92,iliad,20,93,ἐρύω ὅς ἐγώ ἐπόρνυμι μένος λαιψηρός τε γόνυ
93,iliad,20,94,ἦ ἐκ δαμάζω ὑπό χείρ Ἀχιλλεύς καί Ἀθήνη
94,iliad,20,95,ὅς ἕ πρόσθεν εἶμι τίθημι φάος ἑός κελεύω
95,iliad,20,96,ἔγχος χάλκειος Λέλεγες καί Τρώς ἐναίρω
96,iliad,20,97,τῷ οὐ εἰμί Ἀχιλλεύς ἐναντίον ἀνήρ μάχομαι
97,iliad,20,98,ἀεί γάρ πάρειμι εἷς γε θεός ὅς λοιγός ἀμύνω
98,iliad,20,99,καί ζόν ἄλλως ὁ γ ἰθύς βέλος πέτομαι οὐ ἀπολήγω
99,iliad,20,100,πρίν χρώς ἀνδρόμεος διέρχομαι εἰ δέ θεός πέρ
100,iliad,20,101,ἴσος τείνω πόλεμος τέλος οὐ ἄν μάλα ῥέα
101,iliad,20,102,νικάω οὐδέ εἰ παγχάλκεος εὔχομαι εἰμί
102,iliad,20,103,ὁ δή αὖτε προσεῖπον ἄναξ Ζεύς υἱός Ἀπόλλων
103,iliad,20,104,ἥρως ἀλλ ἄγε καί σύ θεός αἰειγενέτης
104,iliad,20,105,εὔχομαι καί δέ σύ φημί Ζεύς κόρη Ἀφροδίτη
105,iliad,20,106,ἐκγίγνομαι ἐκεῖνος δέ χερείων ἐκ θεός εἰμί
106,iliad,20,107,ὁ μέν γάρ Ζεύς εἰμί ὁ ἑός ἐκ ἅλιος γέρων
107,iliad,20,108,ἀλλά ἰθύς φέρω χαλκός ἀτειρής μηδέ σύ πάμπαν
108,iliad,20,109,λευγαλέος ἔπος ἀποτρέπω καί ἀρειή
109,iliad,20,110,ὡς εἶπον ἐμπνέω μένος μέγας ποιμήν λαός
110,iliad,20,111,βαίνω δέ διά πρόμαχος κορύσσω αἶθοψ χαλκός
111,iliad,20,112,οὐ λαμβάνω Ἀγχίσης παῖς λευκώλενος Ἥρα
112,iliad,20,113,ἀντίος Πηλεύς εἶμι ἀνά οὐλαμός ἀνήρ
113,iliad,20,114,ὁ δή ἄμυδις ἵστημι θεός μετά μῦθος εἶπον
114,iliad,20,115,φράζω δή σύ Ποσειδῶν καί Ἀθήνη
115,iliad,20,116,ἐν φρήν ὑμέτερος ὅπως εἰμί ὅδε ἔργον
116,iliad,20,117,Αἰνείας ὅδ βαίνω κορύσσω αἶθοψ χαλκός
117,iliad,20,118,ἀντίος Πηλεύς ἀνίημι δέ Φοῖβος Ἀπόλλων
118,iliad,20,119,ἀνίημι ἄγεθ ἐγώ πέρ μιν ἀποτρώπτω ὀπίσω
119,iliad,20,120,αὐτόθεν ἤ τις ἔπειτα καί ἐγώ Ἀχιλλεύς
120,iliad,20,121,παρίστημι δίδωμι δέ κράτος μέγας μηδέ τις θυμός
121,iliad,20,122,δεύω ἵνα οἶδα ὁ μιν φιλέω ἄριστος
122,iliad,20,123,ἀθάνατος ὁ ζόν ἥμα ἀνεμώλιος ὁ ὁ πάρος πέρ
123,iliad,20,124,Τρώς ἀμύνω πόλεμος καί δηιοτής
124,iliad,20,125,πᾶς δή Ὄλυμπος κατέρχομαι ἀντιάω
125,iliad,20,126,ὅδε μάχη ἵνα μή τις μετά Τρώς πάσχω
126,iliad,20,127,σήμερον ὕστερος αὖτε ὁ πάσχω ὅστις ἕ Αἶσα
127,iliad,20,128,γίγνομαι ἐπινέω λίνος ὅτε μιν τίκτω μήτηρ
128,iliad,20,129,εἰ δή Ἀχιλλεύς οὐ οὗτος θεός ἐκ πυνθάνομαι ὀμφή
129,iliad,20,130,δείδω ἔπειτα ὅτε ἄν τις ἐναντίβιος θεός ἔρχομαι
130,iliad,20,131,ἐν πόλεμος χαλεπός δέ θεός φαίνω ἐναργής
131,iliad,20,132,ὁ δή ἀμείβω ἔπειτα Ποσειδεών Ἐνοσίχθων
132,iliad,20,133,Ἥρα μή χαλεπαίνω παρά ἐκ νόος οὐδέ τίς σύ χρή
133,iliad,20,134,οὐ ἄν ἔγωγ ἐθέλω θεός ἔρις συνελαύνω
134,iliad,20,135,ἐγώ ὁ ἄλλος ἐπεί ἦ πολύς φέρτατος εἰμί
135,iliad,20,136,ἀλλά ἐγώ μέν ἔπειτα καθέζομαι κίω
136,iliad,20,137,ἐκ πάτος εἰς σκοπιά πόλεμος ἑός ἀνήρ μέλω
137,iliad,20,138,εἰ δέ ἐκ Ἄρης ἄρχω μάχη ἤ Φοῖβος Ἀπόλλων
138,iliad,20,139,ἤ Ἀχιλῆ ἴσχω καί οὐ εἶμι μάχομαι
139,iliad,20,140,αὐτίκ ἔπειτα καί ἐγώ παρός αὐτόθι νεῖκος ὄρνυμι
140,iliad,20,141,φύλοπις μάλα ἑός ὦκα διακρίνω οἴομαι
141,iliad,20,142,ἄψ εἶμι Ὄλυμπος δέ θεός μεθ ὁμήγυρις ἄλλος
142,iliad,20,143,ἡμέτερος ὑπό χείρ ἀνάγκη δαμάζω
143,iliad,20,144,ὡς ἄρα φωνέω ἡγέομαι κυανοχαίτης
144,iliad,20,145,τεῖχος εἰς ἀμφίχυτος Ἡρακλέης θεῖος
145,iliad,20,146,ὑψηλός ὁ ἄρα ἕ Τρώς καί Παλλάς Ἀθήνη
146,iliad,20,147,ποιέω ὄφρα ὁ κῆτος ὑπεκπροφεύγω ἀλέω
147,iliad,20,148,ὁπότε μιν σεύω ἀνά ἠιών πεδίον δέ
148,iliad,20,149,ἔνθα Ποσειδεών κάος ἄρα ἕζομαι καί θεός ἄλλος
149,iliad,20,150,ἀμφί δή ἄρα ἄρρηκτος νεφέλη ὦμος ἕννυμι
150,iliad,20,151,ὁ δή ἑτέρωσε καθίζω ἐπ ὀφρύς Καλλικολώνη
151,iliad,20,152,ἀμφί σύ ἤιος Φοῖβος καί Ἄρης πτολίπορθος
152,iliad,20,153,ὡς ὁ μέν ἄων ἑκάτερθε κάθημαι μητιάω
153,iliad,20,154,βουλή ἄρχω δέ δυσηλεγής πόλεμος
154,iliad,20,155,ὀκνέω ἀμφότερος Ζεύς ἑός ἧμαι ὕψι κελεύω
155,iliad,20,156,ὁ δή ἅπας πίμπλημι πεδίον καί λάμπω χαλκός
156,iliad,20,157,ἀνήρ ἄρα ἵππος καρκαίρω δέ γαῖα πούς
157,iliad,20,158,ὄρνυμι ἄμυδις δύο ζόν ἀνήρ ἔχω ἄριστος
158,iliad,20,159,εἰς μέσος ἀμφότερος σύνειμι μέμαα μάχομαι
159,iliad,20,160,Αἰνείας τ Ἀγχισιάδης καί δῖος Ἀχιλλεύς
160,iliad,20,161,Αἰνείας δέ πρῶτος ἀπειλέω βαίνω
161,iliad,20,162,νευστάζω κόρυς βριαρός ἀτάρ ἀσπίς θοῦρις
162,iliad,20,163,πρόσθεν ἔχω στέρνον τινάσσω δέ χάλκεος ἔγχος
163,iliad,20,164,Πηλείδης δή ἑτέρωθεν ἐναντίον ὄρνυμι λέων ὡς
164,iliad,20,165,σίντης ὅς τε καί ἀνήρ ἀποκτείνω μέμαα
165,iliad,20,166,ἀγείρω πᾶς δῆμος ὁ δέ πρῶτος μέν ἀτίζω
166,iliad,20,167,ἔρχομαι ἄλλα ὅτε ἄν τις ἀρηίθοος αἰζηός
167,iliad,20,168,δόρυ βάλλω εἴλω τε χάσκω περί τ ἀφρός ὀδούς
168,iliad,20,169,γίγνομαι ἐν δέ τε ἕ καρδία στένω ἄλκιμος ἦτορ
169,iliad,20,170,οὐρά δέ πλευρά τε καί ἰσχίον ἀμφοτέρωθεν
170,iliad,20,171,μαστίνω ἕ διδ αὐτός ἐποτρύνω μάχομαι
171,iliad,20,172,γλαυκιάω δή ἰθύς φέρω μένω ἐάν τις θικνέομαι
172,iliad,20,173,ἀνήρ ἤ αὐτός φθίω πρῶτος ἐν ὅμιλος
173,iliad,20,174,ὡς Ἀχιλάω ὀτρύνω μένος καί θυμός ἀγήνωρ
174,iliad,20,175,ἀντίος ἔρχομαι μεγαλήτωρ Αἰνείας
175,iliad,20,176,ὁ δή ὅτε δή σχεδόν εἰμί ἐπ ἀλλήλων εἶμι
176,iliad,20,177,ὁ πρότερος προσεῖπον ποδαρκής δῖος Ἀχιλλεύς
177,iliad,20,178,Αἰνείας τίς σύ τόσος ὅμιλος πολύς ἐπέρχομαι
178,iliad,20,179,ἵστημι ἦ σύ γε θυμός ἐγώ μάχομαι ἄνωγα
179,iliad,20,180,ἔλπω Τρώς ἀνάσσω ἱππόδαμος
180,iliad,20,181,τιμή ὁ Πρίαμος ἀτάρ εἰ ἄν ἔμος ἐξεναρίζω
181,iliad,20,182,οὐ τοι τοὔνεκα γε Πρίαμος γέρας ἐν χείρ τίθημι
182,iliad,20,183,εἰμί γάρ ὁ παῖς ὁ ζόν ἔμπεδος εἰμί ἀεσίφρων
183,iliad,20,184,ἦ νῦν τίς σύ Τρώς τέμενος τέμνω ἔξοχος ἄλλος
184,iliad,20,185,καλός φυταλιά καί ἄρουρα ὄφρα νέμω
185,iliad,20,186,εἰ ἄν ἐγώ κτείνω χαλεπός δέ σύ ἔλπω ὁ ῥέζω
186,iliad,20,187,ἤδη μέν σύ γε φημί καί ἄλλοτε δόρυ φοβέω
187,iliad,20,188,ἦ οὐ μιμνήσκω ὅτε πέρ σύ βοῦς ἀπό μόνος εἰμί
188,iliad,20,189,σεύω κατά Ἰδαῖος ὄρος ταχύς πούς
189,iliad,20,190,καρπάλιμος τότε δι οὐ τις μετατροπαλίζομαι φεύγω
190,iliad,20,191,ἔνθεν ἑός εἰς Λυρνησσός ὑπεκφεύγω ἀτάρ ἐγώ ὁ
191,iliad,20,192,πέρθω μεθορμάομαι σύν Ἀθήνη καί Ζεύς πατήρ
192,iliad,20,193,ληιάς δέ γυνή ἐλεύθερος ἦμαρ ἀπαυράω
193,iliad,20,194,ἄγω ἀτάρ σύ Ζεύς ῥύομαι καί θεός ἄλλος
194,iliad,20,195,ἀλλά οὐ νῦν ἐρύω οἴομαι ὡς ἐν θυμός
195,iliad,20,196,βάλλω ἀλλά σύ ἐγώ ἀναχωρέω κελεύω
196,iliad,20,197,εἰς πληθύς εἶμι μεόρ ἀντίος ἵστημι ἐγώ
197,iliad,20,198,πρίν τις κακός πάσχω ῥέζω δέ τε νήπιος γιγνώσκω
198,iliad,20,199,ὁ δή αὖτ Αἰνείας ἀπαμείβομαι φωνέω τε
199,iliad,20,200,Πηλείδης μή δή ἔπος ἐγώ νηπύτιον ὡς
200,iliad,20,201,ἔλπω δειδίσκομαι ἐπεί σάφα οἶδα καί αὐτός
201,iliad,20,202,ἠμέν κερτομία εἰμί αἴσυλος μυθέομαι
202,iliad,20,203,οἶδα δή ἀλλήλων γενεά οἶδα δέ τοκεύς
203,iliad,20,204,πρόκλυτ ἀκούω ἔπος θνητός ἄνθρωπος
204,iliad,20,205,ὁράω δή οὐτ ἄρα πω σύ ἐμός εἶδον οὐτ ἄρα ἐγώ σός
205,iliad,20,206,φημί σύ μέν Πηλεύς ἀμύμων ἔκγονος εἰμί
206,iliad,20,207,μήτηρ δή ἐκ Θέτις καλλιπλόκαμος ʽἁλοσύδνη
207,iliad,20,208,ἀτάρ ἐγώ υἱός μεγαλήτωρ Ἀγχίσης
208,iliad,20,209,εὔχομαι ἐκγίγνομαι μήτηρ δέ ἐγώ εἰμί Ἀφροδίτη
209,iliad,20,210,ὁ δή νῦν ἕτερος γε φίλος παῖς κλαίω
210,iliad,20,211,σήμερον οὐ γάρ φημ ἔπος γε νηπύτιος
211,iliad,20,212,ὧδε διακρίνω μάχη ἐξαπονέομαι
212,iliad,20,213,εἰ δή ἐθέλω καί οὗτος δάω ὅσφ εὖ οἶδα
213,iliad,20,214,ἡμέτερος γενεά πολύς δέ μιν ἀνήρ οἶδα
214,iliad,20,215,Δάρδανος αὖ πρῶτος τίκτω νεφεληγερέτα Ζεύς
215,iliad,20,216,κτίζω δέ Δαρδανία ἐπεί οὐ πω Ἴλιος ἱρός
216,iliad,20,217,ἐν πεδίον πολίζω πόλις μέροψ ἄνθρωπος
217,iliad,20,218,ἀλλά ἔθι ὑπώρεια οἰκέω πολυπῖδαξ Ἴδη
218,iliad,20,219,Δάρδανος αὖ τίκτω υἱός Ἐριχθόνιος βασιλεύς
219,iliad,20,220,ὅς δή ἀφνειός γίγνομαι θνητός ἄνθρωπος
220,iliad,20,221,ὁ τρισχίλιοι ἵππος ἕλος κατά βουκολέω
221,iliad,20,222,θῆλυς πῶλος ἀγάλλω ἀταλός
222,iliad,20,223,ὁ καί Βορέας ἔραμαι βόσκω
223,iliad,20,224,ἵππος δή εἴδομαι παραλέχομαι κυανοχαίτης
224,iliad,20,225,ὁ δή ὑποκύομαι τίκτω δυοκαίδεκα πῶλος
225,iliad,20,226,ὁ δι ὅτε μέν σκιρτάω ἐπί ζείδωρος ἄρουρα
226,iliad,20,227,ἄκρος ἐπ ἀνθέρικον καρπός θέω οὐδέ κατακλάω
227,iliad,20,228,ἀλλά ὅτε δή σκιρτάω ἐπ εὐρύς νῶτον θάλασσα
228,iliad,20,229,ἄκρος ἐπί ῥηγμίν ἅλς πολιός θέω
229,iliad,20,230,Τρώς δή Ἐριχθόνιος τίκτω Τρώς ἄναξ
230,iliad,20,231,Τρώς δή αὖ τρεῖς παῖς ἀμύμων ἐκγίγνομαι
231,iliad,20,232,Ἶλς μιμέω Ἀσσάραξ τε καί ἀντίθεος Γανυμήδης
232,iliad,20,233,ὅς δή καλός γίγνομαι θνητός ἄνθρωπος
233,iliad,20,234,ὁ καί ἀνερείπομαι θεός Ζεύς οἰνοχοεύω
234,iliad,20,235,κάλλος ἕνεκα ἑός ἵν ἀθάνατος μέτειμι
235,iliad,20,236,Ἶλος δή αὖ τίκτω υἱός ἀμύμων Λαομέδων
236,iliad,20,237,Λαομέδων δή ἄρα Τιθωνός τίκτω Πρίαμος τε
237,iliad,20,238,Λάμπος τε Κλυτίος ς Ἱκετάων μιμέω ὄζος Ἄρης
238,iliad,20,239,Ἀσσάρακος δέ Κάπυς ὁ ἑός ἄρα Ἀγχίσης τίκτω παῖς
239,iliad,20,240,ἀτάρ εἰμ Ἀγχίσης Πρίαμος ἑός τίκτω Ἕκτωρ δῖος
240,iliad,20,241,οὗτος τοι γενεά τε καί αἷμα εὔχομαι εἰμί
241,iliad,20,242,Ζεύς δή ἀρετή ἀνήρ ὀφέλλω τε μινύθης τε
242,iliad,20,243,ὅπως ἄν ἐθέλω ὁ γάρ κράτιστος ἅπας
243,iliad,20,244,ἀλλά ἄγε μηκέτι οὗτος λέγω νηπύτιος ὡς
244,iliad,20,245,ἕσται ἐν μέσος ὑσμίνη δηιοτής
245,iliad,20,246,εἰμί γάρ ἀμφότερος ὄνειδος μυθέομαι
246,iliad,20,247,πολύς μάλ οὐ ἄν ναῦς ἑκατόζυγος ἄχθος αἴρω
247,iliad,20,248,στρεπτός δέ γλῶς εἰμί βροτός πολύς ζόν ἐν μῦθος
248,iliad,20,249,παντοῖος ἔπος δέ πολύς νομός ἔνθα καί ἔνθα
249,iliad,20,250,ὁποῖος ἐκ εἶπον ἔπος τοῖος ἐκ ἐπακούω
250,iliad,20,251,ἀλλά τίς ἤ ἔρις καί νεῖκος νόιος ἀνάγκη
251,iliad,20,252,νεικέω ἀλλήλων ἐναντίον ὡς τε γυνή
252,iliad,20,253,ὅς τε χολόω ἔρις περί θυμοβόρος
253,iliad,20,254,νεικέω ἀλλήλων μέσος εἰς ἄγυια εἶμι
254,iliad,20,255,πόλλω ἐτεά τε καί οὐ χόλος δέ τε καί ὁ κελεύω
255,iliad,20,256,ἀλκή δή οὐ ἑός ἔπος ἀποτρέπω μέμαα
256,iliad,20,257,πρίν χαλκός μάχομαι ἐναντίον ἀλλά ἄγω ταχύς
257,iliad,20,258,γεύω ἀλλήλων χαλκήρης ἐγχείη
258,iliad,20,259,ἠμί ἄρα καί ἐν δεινός σάκος ἐλαύνω ὄβριμος ἔγχος
259,iliad,20,260,σμερδαλέος μέγας ζόν ἀμφί σάκος μυκάομαι δόρυ ἀκωκή
260,iliad,20,261,Πηλείδης δέ σάκος μέν ἀπό ἕ χείρ παχύς
261,iliad,20,262,ἔχω ταρβέω φημί γάρ δολιχόσκιος ἔγχος
262,iliad,20,263,ῥέα διέρχομαι μεγαλήτωρ Αἰνείας
263,iliad,20,264,νήπιος οὐδέ νοέω κατά φρήν καί κατά θυμός
264,iliad,20,265,ὡς οὐ ῥᾴδις εἰμί θεός ἐρικυδής δῶρον
265,iliad,20,266,ἀνήρ γε θνητός δαμάζω οὐδάω ὑπείκω
266,iliad,20,267,οὐδέ το Αἰνείας δαίφρων ὄβριμος ἔγχος
267,iliad,20,268,ῥήγνυμι σάκος χρυσός γάρ ἐρύκω δῶρον θεός
268,iliad,20,269,ἀλλά δύο μέν ἐλαύνω διά πτύξ ὁ δι ἄρα ἔτι τρεῖς
269,iliad,20,270,εἰμί ἐπεί πέντε πτύξ ἐλαύνω Κυλλοποδίων
270,iliad,20,271,ὁ δύο χάλκειος δύο δι ἔνδοθι κασσίτερος
271,iliad,20,272,ὁ δέ εἷς χρύσεος ὁ ῥ ἔχω μέλινος ἔγχος
272,iliad,20,273,δεύτερος οὐτ Ἀχιλλεύς προίημι δολιχόσκιος ἔγχος
273,iliad,20,274,καί βάλλω Αἰνείας κατά ἀσπίς πᾶς ἴσος
274,iliad,20,275,ἄντυγ ὑπό πρῶτος ᾗ λεπτός θέω χαλκός
275,iliad,20,276,λεπτός δή ἔπειμι ῥινός βοῦς ὁ δέ διά πρό
276,iliad,20,277,Πηλιάς ἀίσσω μελία λάσκω ἑός ἀσπίς ὑπό αὐτός
277,iliad,20,278,Αἰνείας δή εἴλω καί ἀπό ἕ ἀσπίς ἀνέχω
278,iliad,20,279,δείδω ἐγχείη ἑός ἄρα ὑπέρ νῶτον ἐν γαῖα
279,iliad,20,280,ἵστημι ἵημι διά ζόν ἀμφότερος αἱρέω κύκλος
280,iliad,20,281,ἀσπίς ἀμφίβροτος ὁ ζόν ἀλέομαι δόρυ μακρός
281,iliad,20,282,ἵστημι κατά δή ἄχος ἕ χέω μυρίος ὀφθαλμός
282,iliad,20,283,ταρβέω ὁ ἕ ἄγχι πήγνυμι βέλος ἀτάρ Ἀχιλλεύς
283,iliad,20,284,ἐμμεμαώς ἐπορούω ἐρύω ξίφος ὀξύς
284,iliad,20,285,σμερδαλέος ἰάχω ὁ δέ χερμάδιον λαμβάνω χείρ
285,iliad,20,286,Αἰνείας μέγας ἔργον ὁ οὐ δύο γ ἀνήρ φέρω
286,iliad,20,287,οἷος νῦν βροτός εἰσ ὁ δέ μιν ῥέα πάλλω καί οἶος
287,iliad,20,288,ἔνθα ἄν Αἰνείας μέν ἐπισεύω βάλλω πέτρος
288,iliad,20,289,ἤ κόρνυμι ἤ σάκος ὁ ἕ ἀρκέω λυγρός ὄλεθρος
289,iliad,20,290,ὁ δέ ἄν Πηλείδης σχεδόν ἄορ θυμός ἀπαυράω
